Cell,Number,Slice,Date,Sample,donor_id,Mouse date of birth,Mouse age,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,BICCN_cluster_label,RNA type confidence,RNA type top-3,ALMVISp top-3,Length (bp),Yield (pgµl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (MOhm),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound number of APs,Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,BICCN_ontology_term_id,BICCN_subclass_label,disease_ontology_term_id,assay_ontology_term_id,tissue_ontology_term_id,cell_type_ontology_term_id,development_stage_ontology_term_id,self_reported_ethnicity_ontology_term_id,sex_ontology_term_id,is_primary_data,organism_ontology_term_id,suspension_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage
20190222_sample_2,658,20190222_slice_2,2019-02-22,Sample 2,mouse_ZGNZE,2018-11-20,94,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,2815679,80501,121648,6,7045,CT,L6 CT Cpa6,0.56,"L6 CT Cpa6 (56.3%), L6 CT Pou3f2 (21.7%), L6b Col6a1 (13.9%)",L6 CT ALM Cpa6 (99.0%),1886.0,105.28,Fede,20.0,1044.4,385.2,497.8,1373.9279999999999,y,nan,3.3300157348621675,79.1145469993353,0.8531276038576904,0.9724848900609574,0.2638170788962293,-27.62340568006039,1.1599999999999944,0.0,-17.181979492306713,0.0,0.002798524861592593,1.4138240574506291,1.1222184690657395,0.2339914870310145,261.21304262677825,140.08,46.920000000000016,12,11.313595786926134,3.928307908111236,0,-74.08281942009927,80.0,47.5296971413492,1.140862253145633,0.3796000000000001,0.7142857142857143,2.9042636484697293,0.0,ILX:0770162,L6 CT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190222_sample_3,659,20190222_slice_3,2019-02-22,Sample 3,mouse_ZGNZE,2018-11-20,94,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,2961732,846571,273887,6,15803,IT,L6 IT_2,0.79,"L6 IT_2 (78.7%), L6 IT_1 (10.4%), L5 IT_4 (7.6%)",L6 IT VISp Penk Col27a1 (98.0%),2099.0,718.35,Fede,15.0,1044.4,390.5,480.6,1326.4560000000001,y,nan,2.116522797899107,93.36332976818085,0.5629145216015696,1.0326545345719966,0.17089238136957627,-50.16256123781204,1.4399999999999968,0.0,2.7243271470069885,0.6156763590391919,0.0018749116869607387,9.0561797752809,2.060086005070039,0.2455207293566409,200.62249904870987,73.52,35.72,20,16.373385234437176,1.3120672610855737,0,-74.58504936546088,80.0,0.0,1.0913824785313149,0.0,1.0,3.576026370992576,0.0,ILX:0770158,L6 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190222_sample_4,660,20190222_slice_4,2019-02-22,Sample 4,mouse_ZGNZE,2018-11-20,94,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,463038,41141,44990,6,3248,CT,L6 CT Cpa6,0.38,"L6 CT Cpa6 (38.3%), L6b Col6a1 (31.6%), L6 CT Pou3f2 (7.4%)","L6 CT ALM Cpa6 (41.0%), L6b VISp Col8a1 Rprm (24.0%), L6 CT VISp Krt80 Sla (18.0%)",1510.0,36.84,Fede,15.0,1185.3,431.3,513.7,1417.8120000000001,y,nan,6.279510250220863,97.15916216373444,0.8235369008899586,0.9703449768562076,0.3503906005268305,-41.136719286441796,1.7199999999999993,0.0,-8.900199085474013,0.1926298157453937,0.0017654421404682274,1.3789764868603045,1.0783167976387054,0.19590604116948665,405.79519197983404,312.32000000000005,19.84000000000001,14,16.56460433039432,3.5908158738471134,0,-59.082609394937755,3.7037037037037064,34.03849845141164,1.1492368258614774,0.24936,1.1666666666666667,4.325669379582696,0.0,ILX:0770162,L6 CT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190222_sample_5,661,20190222_slice_6,2019-02-22,Sample 5,mouse_ZGNZE,2018-11-20,94,Vip-IRES-Cre/wt; Ai9/wt,6,5,VIP-,2722296,569467,158786,6,12661,CT,L6 CT Cpa6,0.96,L6 CT Cpa6 (96.3%),L6 CT ALM Cpa6 (99.0%),2010.0,524.26,Fede,15.0,957.9,378.5,569.9,1572.924,y,nan,4.7238495393393185,78.25144939124584,0.8029590967338012,0.9624553428200384,0.3177139421242337,-14.152584597468376,1.4000000000000123,0.0,-11.578042060136795,0.27758186397984913,0.003029238849639614,1.4204425711275022,1.1089297835395846,0.2324722946056512,240.64467323074737,50.64000000000002,29.520000000000014,11,16.0817015670746,4.893429501892868,0,-46.76260256916286,74.28571428571429,29.305582467615753,1.1398838592578695,0.3372000000000001,0.8333333333333334,3.1361824490445684,0.0,ILX:0770162,L6 CT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190222_sample_7,662,20190222_slice_5,2019-02-22,Sample 7,mouse_ZGNZE,2018-11-20,94,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,1471858,660181,170477,6,9915,Vip,Vip Mybpc1_3,0.92,"Vip Mybpc1_3 (92.4%), Vip Chat_1 (3.4%)","Vip Lect1 Oxtr (90.0%), Vip Ptprt Pkp2 (4.0%), Vip Crispld2 Htr2c (2.0%)",1597.0,252.58,Fede,33.0,182.1,66.2,430.5,1188.18,nan,nan,4.9584269371483884,77.86186039447784,0.8321715110325631,0.9900818382322296,0.39096393033775617,-41.225716471672065,0.8800000000000058,0.0,-3.6157779395580287,0.0,0.0012632962635677019,1.20164609053498,1.0768557513210657,0.2830158184853441,476.964214419325,14.440000000000007,8.440000000000003,38,20.92575050763497,6.605233500418437,3,-51.058711874485006,20.0,44.74021384939566,1.1550490482782434,0.4936400000000001,0.6818181818181818,2.0636363605373997,0.0,ILX:0770151,Vip GABAergic neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190222_sample_8,663,20190222_slice_7,2019-02-22,Sample 8,mouse_ZGNZE,2018-11-20,94,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,1670085,59813,89090,6,5833,IT,L6 IT_2,0.49,"L6 IT_2 (48.6%), L5 IT_4 (16.1%), L6 CT Pou3f2 (8.1%)","L6 IT VISp Penk Col27a1 (73.0%), L6 IT ALM Oprk1 (19.0%), L2/3 IT VISp Agmat (5.0%)",1504.0,90.08,Fede,20.0,962.2,352.0,438.4,1209.984,y,nan,4.405175809177661,91.47126600146294,0.9005230881395425,0.9914698814214488,0.2783236961091858,-34.14284437894821,1.6400000000000303,0.0,-6.864849478006362,0.4770114942528738,0.002814071717755928,1.4632218844984803,1.189815609358627,0.3029937694221753,134.0104328468442,253.32,77.44000000000003,20,7.525948112643555,0.0,0,-77.73944963216779,127.2727272727273,0.0,1.0803376009245318,0.0,0.8181818181818182,4.147861008539868,0.0,ILX:0770158,L6 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,13 weeks
20190226_sample_1,664,20190226_slice_1,2019-02-26,Sample 1,mouse_CWKKR,2018-10-15,134,Viaat-Cre/wt; Ai9/wt,2/3,5,VIAAT+,1420660,875535,178081,7,11422,Pvalb,Pvalb Reln,0.7,"Pvalb Reln (69.7%), Pvalb Calb1_2 (26.7%)","Pvalb Reln Tac1 (80.0%), Pvalb Reln Itm2a (20.0%)",1947.0,408.65,Fede,60.0,522.7,195.6,480.1,1325.076,y,nan,1.5428892527669913,74.41053539514543,0.9543952914578712,0.9976650102513008,0.17913058264519968,-39.327062666416175,0.5999999999999894,0.0,-16.855701804161072,0.0,8.999621669778744e-05,1.0208333333333337,1.0047118228911014,0.09983667611484624,167.34792329867673,21.12,15.560000000000004,67,9.74798814678709,1.4431204576831218,0,-68.14632872194052,140.0,0.0,1.0617342154200111,0.0,0.8857142857142857,1.3189190728576288,0.0,ILX:0770154,Pvalb neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000068,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,19 weeks
20190226_sample_2,665,20190226_slice_3,2019-02-26,Sample 2,mouse_CWKKR,2018-10-15,134,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,1441060,1773473,222200,7,12116,Lamp5,Lamp5 Slc35d3,0.97,Lamp5 Slc35d3 (96.7%),Lamp5 Lsp1 (100.0%),1632.0,427.67,Fede,55.0,554.7,204.4,575.4,1588.104,nan,nan,0.9881214753509032,76.56639255583286,0.975535864109125,0.9957380977748584,0.11854269720892133,-30.120769515633587,1.07999999999997,0.0,-21.23294211924076,0.6021505376344088,0.0041636976249884465,1.2602503236944325,1.0658521546671076,0.32896686676567843,178.20358385890725,201.12,60.12000000000001,42,7.747147200869738,1.1982283047284312,0,-74.03462841361761,125.88235294117645,0.0,1.0249309093846095,0.0,1.0,2.8259295100745763,26.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000068,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,19 weeks
20190226_sample_3,666,20190226_slice_3,2019-02-26,Sample 3,mouse_CWKKR,2018-10-15,134,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT-,944986,235367,44683,7,11396,CT,L6b Col6a1,0.62,"L6b Col6a1 (62.3%), L6b Shisa6_1 (36.7%)","L6b VISp Col8a1 Rprm (90.0%), L6b VISp Col8a1 Rxfp1 (10.0%)",2173.0,523.43,Fede,20.0,1389.5,512.6,575.4,1588.104,y,nan,2.322181933439598,85.27701534330845,0.8916382741105842,0.9324924376647564,0.19702178488562366,-24.202940985560414,1.5600000000000058,0.0,-18.622266128659252,0.15486884656845176,0.0016269102990033243,1.237299246148803,1.1066528320185935,0.14661933402335434,336.5436050469676,97.88000000000002,55.48,8,28.67929058301847,4.85309501842216,0,-59.09912500753999,60.0,47.30416431724988,1.1301054148848704,0.38936,1.0,4.171800073642618,0.0,ILX:0770163,L6b neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000068,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,19 weeks
20190226_sample_5,667,20190226_slice_7,2019-02-26,Sample 5,mouse_CWKKR,2018-10-15,134,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,3456049,106488,138910,7,10172,IT,L2/3 IT_3,0.79,"L2/3 IT_3 (79.0%), L2/3 IT_2 (14.7%), L5 ET_2 (2.1%)",L2/3 IT ALM Ptrf (96.0%),1957.0,374.66,Fede,17.0,229.0,78.3,583.7,1611.0120000000002,nan,nan,2.7957291821000205,80.38515597581862,0.7366308016325677,0.9718895243292842,0.22844905090545656,-35.649284720420845,1.479999999999981,0.0,-8.672833442687987,0.68871503708105,0.007232219935541496,6.6133720930232585,2.753549560563908,0.4147390657063341,103.51941020290053,84.24000000000002,43.68,15,8.784223185033728,0.0,0,-80.07770288586616,227.6923076923077,0.0,1.0511938044456182,0.0,0.6666666666666666,3.987880741732994,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000068,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,19 weeks
20190226_sample_6,668,20190226_slice_2,2019-02-26,Sample 6,mouse_CWKKR,2018-10-15,134,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,598041,374714,70385,7,9137,IT,L4/5 IT_2,0.85,"L4/5 IT_2 (84.6%), L4/5 IT_1 (13.3%)",L4 IT VISp Rspo1 (97.0%),1969.0,182.52,Fede,63.0,413.9,153.6,479.7,1323.9720000000002,y,nan,1.1011859447790477,91.77589789032936,0.94054649188665,0.987873902088544,0.12954315380498085,-34.272953867912285,1.5199999999999936,0.0,-5.610190331935883,0.0,0.000681376404606034,1.1797274275979557,1.0711948913213238,0.13988521835049153,223.3228639935454,100.0,49.84,18,14.440389398235569,1.6322274973564816,0,-65.5421194806695,60.0,25.713174293637373,1.108924838010397,0.24288000000000004,0.8,4.371668793284406,0.0,ILX:0770174,L4/5 IT,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000068,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,19 weeks
20190226_sample_7,669,20190226_slice_2,2019-02-26,Sample 7,mouse_CWKKR,2018-10-15,134,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,1212556,1066488,124640,7,9639,Lamp5,Lamp5 Slc35d3,0.81,"Lamp5 Slc35d3 (81.0%), Lamp5 Pdlim5_2 (18.7%)",Lamp5 Lsp1 (100.0%),1940.0,184.1,Fede,43.0,288.4,107.2,479.7,1323.9720000000002,nan,nan,2.086520760312939,88.25407922267914,0.9429455940981288,0.9969768331727648,0.1917326901477665,-46.630725264549255,1.0799999999999976,0.8148960769176483,-13.094425201416016,0.3445309409342959,0.000361454492557683,1.5557809330628802,1.0707802976594916,0.16872362199077914,280.75687976926565,139.0,16.64,48,7.136352676572533,1.3356235320980259,0,-71.50888769328594,40.0,0.0,1.0856263895531315,0.0,0.9583333333333334,2.6904076830945964,0.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000068,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,19 weeks
20190226_sample_9,670,20190226_slice_6,2019-02-26,Sample 9,mouse_CWKKR,2018-10-15,134,Viaat-Cre/wt; Ai9/wt,2/3,5,VIAAT+,3492229,104781,136434,7,11530,Pvalb,Pvalb Reln,0.95,"Pvalb Reln (94.7%), Pvalb Kank4 (4.3%)",Pvalb Reln Itm2a (100.0%),1861.0,884.37,Fede,35.0,575.7,213.5,496.4,1370.0639999999999,y,nan,2.3206119529308418,64.53191302716732,0.9632805661390356,0.9969812833918438,0.2497775073868339,-41.11524298787117,0.5600000000000049,0.0,-18.74068379402161,0.0,0.0004326482048117909,1.1349999999999978,1.020484169732962,0.2577290413123489,194.97371757030487,51.72000000000001,23.72000000000001,92,11.239432875967767,2.755085098689392,0,-67.20881495177746,80.0,49.022536355405826,1.1249924413134331,0.4761600000000001,0.82,1.1392185139617412,0.0,ILX:0770154,Pvalb neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000068,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,19 weeks
20190227_sample_1,671,20190227_slice_1,2019-02-27,Sample 1,mouse_OLIJZ,2018-12-19,70,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,920916,731125,160213,7,11117,Sst,Sst Pvalb Etv1,0.81,"Sst Pvalb Etv1 (80.7%), Sst Calb2 (8.3%), Sst Myh8_1 (4.6%)",Sst Nr2f2 Necab1 (100.0%),1816.0,381.26,Fede,54.0,572.3,217.6,546.3,1507.7879999999998,nan,nan,2.0236248620305357,81.19979873299599,0.8333470263213869,0.9751258639550336,0.20742021770248176,-52.68055200576782,0.8400000000000074,0.0,-6.6469088196754464,0.0,0.0033029436679799943,1.071428571428573,1.1380854924006316,0.3497341694151528,375.3058263744987,119.36000000000004,56.48,22,39.1119871239873,24.31460079458509,10,-52.175847618211996,20.0,60.20210271105192,1.4950840960662073,0.50868,0.5714285714285714,1.8533133680501448,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190227_sample_2,672,20190227_slice_2,2019-02-27,Sample 2,mouse_OLIJZ,2018-12-19,70,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,692446,341977,97540,7,6479,Sst,Sst Hpse,0.88,"Sst Hpse (88.1%), Sst Calb2 (10.4%)",Sst Hpse Cbln4 (100.0%),1702.0,178.02,Fede,50.0,555.2,208.4,538.3,1485.7079999999999,y,nan,1.8433200711609476,74.42209869623184,0.9208829819150062,0.9833854556791072,0.20955652268091984,-40.39691388607025,0.8400000000000074,2.444300800561905,-12.912753969430925,0.0,0.004156122726763214,1.1784702549575066,1.1324953900816714,0.43296600755039505,240.41323731342965,53.92,29.200000000000006,27,14.101347215190106,3.5760433200153585,0,-65.78658511191607,67.36842105263158,38.138722791820506,1.1665283602998424,0.32784,0.5882352941176471,1.911882971019058,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190227_sample_3,673,20190227_slice_3,2019-02-27,Sample 3,mouse_OLIJZ,2018-12-19,70,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1590318,757086,152879,7,11735,Sst,Sst Hpse,0.58,"Sst Hpse (57.7%), Sst Calb2 (36.9%), Sst Pvalb Calb2 (4.9%)",Sst Calb2 Pdlim5 (96.0%),2260.0,313.86,Fede,65.0,428.8,159.6,528.6,1458.9360000000001,y,nan,0.6295348295137981,74.86415654420853,0.8891296759476462,0.9693047615993196,0.10392730745218308,-40.90914875268936,0.8400000000000074,3.8471482694149017,-10.560613125562668,0.0,0.014068538809856715,1.5588235294117634,1.289388815222961,0.5224498744987951,224.37423955649132,83.68,41.88,13,19.375525935052853,3.3567755226175966,0,-65.18012812584638,60.0,0.0,1.076101471789525,0.0,0.5,1.836705793290561,1.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190227_sample_4,674,20190227_slice_4,2019-02-27,Sample 4,mouse_OLIJZ,2018-12-19,70,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1538511,534026,107565,7,10110,Sst,Sst Htr1a,0.86,"Sst Htr1a (85.9%), Sst Hpse (13.9%)","Sst Hpse Sema3c (94.0%), Sst Hpse Cbln4 (6.0%)",2092.0,345.29,Fede,40.0,706.3,258.9,537.7,1484.0520000000001,y,nan,2.964437156257618,91.49758145213129,0.90786287232412,0.9829265986457012,0.2652896350250605,-50.05145072937012,0.920000000000004,0.0,-1.7691738903522491,0.0,0.003554841759577401,1.2260111022997613,1.106730397072816,0.3867325902078849,306.0698191449046,86.04,44.44000000000001,25,23.75271572079718,7.4019420517401855,1,-60.428279386460794,4.999999999999994,59.68696343451765,1.0736460032205566,0.49848,0.6666666666666666,2.1117479030423003,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190227_sample_5,675,20190227_slice_5,2019-02-27,Sample 5,mouse_OLIJZ,2018-12-19,70,Sst-IRES-Cre/wt; Ai9/wt,5,2/3,SST+,973491,555850,99489,7,9567,Sst,Sst Calb2,0.77,"Sst Calb2 (77.3%), Sst Hpse (22.7%)","Sst Calb2 Pdlim5 (61.0%), Sst Hpse Cbln4 (39.0%)",1567.0,567.88,Fede,50.0,366.5,138.0,559.2,1543.392,y,nan,4.768335535017196,81.82083815336226,0.921531139763677,0.9809846747327574,0.3601377196867199,-46.093016862869256,0.7600000000000107,4.776321351528168,-11.01638749241829,0.5612940171603841,0.00235983244231526,1.1033210332103318,1.1136720875928243,0.3325569203834506,192.41487534557072,65.64,33.96000000000001,28,19.305077151842166,8.903522993576367,2,-60.463985458016396,40.0,33.009990979135054,1.2287698396026872,0.32732,0.6470588235294118,1.8113896575362165,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190227_sample_6,676,20190227_slice_6,2019-02-27,Sample 6,mouse_OLIJZ,2018-12-19,70,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,676078,59266,78667,7,3622,Sst,Sst Chodl,0.98,Sst Chodl (98.0%),Sst Chodl (100.0%),1510.0,106.04,Fede,45.0,778.9,298.4,527.7,1456.4520000000002,y,nan,3.9176328501800137,83.765372633934,0.9592832964472592,0.9646077725825558,0.2882180819156581,-32.28229284286499,1.12000000000001,2.25873664021492,-14.118660241365433,0.0,0.009684185503806987,1.067510548523207,1.4480301296164122,0.51896469255207,309.75198451429605,128.44000000000003,68.92000000000002,16,21.861867821234828,1.4259445280512324,0,-63.22719543874264,60.0,0.0,1.0463183375359404,0.0,0.4545454545454545,2.629039336235504,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190227_sample_7,677,20190227_slice_7,2019-02-27,Sample 7,mouse_OLIJZ,2018-12-19,70,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2377337,626777,193115,7,11971,Pvalb,Pvalb Calb1_2,0.78,"Pvalb Calb1_2 (78.4%), Pvalb Calb1_1 (12.7%), Pvalb Il1rapl2 (4.9%)","Pvalb Sema3e Kank4 (92.0%), Pvalb Tpbg (4.0%)",1537.0,453.12,Fede,55.0,560.9,212.6,516.9,1426.644,y,nan,0.7820667899614558,66.9750366359949,0.9091442153302146,0.9963904280725232,0.12948938093039206,-40.73499888181687,0.5200000000000066,0.0,-17.250023782253265,0.0,1.9168283855594903e-05,1.1784037558685454,1.0241216658076506,0.0541226088237214,110.61647235850492,11.120000000000005,8.400000000000004,94,8.58722155896566,0.23755082795543106,0,-66.08515810221435,240.0,0.0,1.0271903294059035,0.0,0.9782608695652174,1.0708337296571375,2.0,ILX:0770154,Pvalb neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000054,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,10 weeks
20190318_sample_3,678,20190318_slice_3,2019-03-18,Sample 3,mouse_LQFGN,2018-12-19,89,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,1663465,122205,164101,7,7916,Sst,Sst Calb2,0.83,"Sst Calb2 (83.4%), Sst Hpse (10.1%), Sst Pvalb Calb2 (1.9%)","Sst Calb2 Pdlim5 (80.0%), Sst Hpse Cbln4 (20.0%)",1532.0,322.87,Fede,40.0,314.0,115.0,501.0,1382.76,y,nan,0.9235076164517292,79.79261502623558,0.9103163821865694,0.9848128471047096,0.13784761511597207,-38.323096930980675,0.9600000000000024,1.6430355608463287,-6.272610276937486,0.0,0.0013215327448507775,1.4270270270270276,1.205585575404888,0.2405504239915972,210.84274525609283,13.359999999999998,15.080000000000009,26,11.891772536867846,7.829464577005794,3,-46.53739122375846,20.0,25.82089824333789,1.1078632929077463,0.29604,0.625,1.9307536168762915,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000056,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,12 weeks
20190318_sample_4,679,20190318_slice_4,2019-03-18,Sample 4,mouse_LQFGN,2018-12-19,89,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,792848,70437,83414,7,5578,Sst,Sst Pvalb Calb2,0.53,"Sst Pvalb Calb2 (53.4%), Sst Hpse (14.6%), Sst Crhr2_1 (12.0%)","Sst Mme Fam114a1 (93.0%), Sst Tac1 Htr1d (4.0%)",1517.0,247.3,Fede,50.0,396.4,145.0,507.0,1399.32,y,nan,1.2237005073086225,83.19851756095886,0.971308894771726,0.9953609117730918,0.14419028235493972,-39.890244603157036,0.6800000000000139,0.0,-16.918644309043884,0.0,0.00010612197526485219,1.1438127090301002,1.020997333364132,0.0967213831622897,259.078160320719,57.84,30.64,53,14.214236509524634,4.197156660487316,0,-63.187622399628175,60.0,54.165575551390866,1.1116938658631317,0.48448,0.925925925925926,1.4217639575791143,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000056,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,12 weeks
20190318_sample_5,680,20190318_slice_5,2019-03-18,Sample 5,mouse_LQFGN,2018-12-19,89,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,931593,528868,135624,7,9414,Sst,Sst Pvalb Etv1,0.71,"Sst Pvalb Etv1 (71.0%), Sst Calb2 (23.3%), Sst Pvalb Calb2 (2.1%)","Sst Calb2 Pdlim5 (53.0%), Sst Nr2f2 Necab1 (47.0%)",1709.0,498.76,Fede,45.0,613.5,221.3,537.9,1484.604,nan,nan,5.929827855396616,75.02164132893084,0.8881735326344122,0.9877020037992646,0.4016273709660402,-43.868787586688995,0.9600000000000164,0.0,-7.917366921901702,0.4228456913827652,0.00257661512763406,0.7521367521367532,1.144169363732834,0.3414155478996052,385.9852546098797,77.84000000000002,33.56000000000001,27,33.627542305897606,17.826637244877286,9,-47.77527618235909,20.0,58.5083133208749,1.3916457938783284,0.5286000000000001,0.625,2.0436647969404143,0.0,ILX:0770152,Sst neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000056,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,12 weeks
